cook_temp,cook_time,cooker_speed,drying_temp_1,drying_time_1,drying_speed_1,flaking_rolls_gap,flaking_rolls_speed,coating_flow,conveyor_speed,drying_temp_2,drying_time_2,drying_speed_2,moisture,color,moisture_2,thickness,diameter,final_moisture,sugar,vitamins,color_final,cook_temp_time_interaction,drying_temp_time_interaction_1,drying_temp_time_interaction_2,flaking_interaction,coating_interaction
476.41368500395197,24.64378366718063,46.61417094517937,254.32581258934073,10.233818851872241,423.9621026266217,1.9227720713671765,297.282427130375,1.8665785423103465,407.79988436251097,249.5504987565184,10.861847804027803,395.0984181734774,25.594426853828324,5.081606320500288,24.77805805641282,0.7696334088167941,6.4697158381930855,18.323388357234926,39.25514874102665,9.502823425998956,5.27260648374369,11705.171483044855,2576.10766311186,2714.092910811256,587.9508807655533,771.2760687012841
